id,texto,emocion,texto_en2esp_marian
3107,i feel so emotionally drained i really really hate feeling this way and i hate keeping things from people i love and i hate having to pretend everything is normal i want it to be normal and i hate that my happiness is coming from someone else and im so tired i really need a break,sadness,Me siento tan emocionalmente drenado que realmente odio sentirme de esta manera y odio mantener las cosas de la gente que amo y odio tener que fingir que todo es normal quiero que sea normal y odio que mi felicidad venga de otra persona y estoy tan cansado que realmente necesito un descanso
3108,i wasnt going to do a what im loving wednesday post because i wasnt feeling like i was loving anything but as my youngest sister text me last night sometimes happiness is a choice so here it is,love,No iba a hacer lo que amo el miércoles post porque no me sentía como si estuviera amando nada pero como mi hermana menor me envió un mensaje anoche a veces la felicidad es una opción así que aquí está
3109,i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid,fear,Yo lo uso me siento ansioso visibilidad apuntado diferente infashionable estúpido avergonzado avergonzado y paranoico
3110,i hadnt been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost,joy,No me había estado sintiendo bien toda la semana en Calgary así que con esta relajación añadida en la primera carrera de la segunda carrera me puse otro tiempo de pb por casi
3111,i have been feeling so drained like there is no strength left inside of me to fulfill the simplest of tasks,sadness,Me he sentido tan drenado como si no quedara fuerza dentro de mí para cumplir las tareas más simples.
3112,in the army,anger,en el ejército
3113,i am feeling suspicious lj cut text suspicions,fear,Me siento sospechoso IJ cortar sospechas de texto
3114,im trying to be positive and i feel positive,joy,Estoy tratando de ser positivo y me siento positivo
3115,i guess since im feeling a bit less shitty have a random picture,sadness,Supongo que desde que me siento un poco menos de mierda tengo una foto al azar
3116,i wasnt feeling well at all so had to take a few days off work lots of winter germs going round and being in an air conditioned office probably doesnt help,joy,"No me sentía bien en absoluto, así que tuve que tomar unos días de trabajo muchos gérmenes de invierno dando vueltas y estar en una oficina con aire acondicionado probablemente no ayuda"
3117,i find calming about these colors i dunno i guess they feel pleasant as weird as that sounds,joy,Me parece calmante acerca de estos colores no sé supongo que se sienten agradables tan raro como suena
3118,i feel like i am part of a team now and far from the isolated feeling i have had for so many months now,sadness,Me siento como si fuera parte de un equipo ahora y lejos de la sensación aislada que he tenido desde hace tantos meses.
3119,i think this is really great having been in situations where i feel overtly threatened in a public place where everyone pretends they don t see what s happening,fear,Creo que esto es realmente genial haber estado en situaciones en las que me siento abiertamente amenazado en un lugar público donde todo el mundo finge que no ve lo que está pasando
3120,i feel discouraged i try to count my blessings and recognize all the good in my life,sadness,Me siento desanimado. Trato de contar mis bendiciones y reconocer todo el bien de mi vida.
3121,i have a feeling my mom wont be so keen on that idea,joy,Tengo la sensación de que mi mamá no estará tan interesada en esa idea.
3122,i feel awful that your experience did not reflect that,sadness,Me siento fatal porque tu experiencia no refleja eso.
3123,i forget that any time we have a disagreement or she feels like she s been wronged in some way that every bad thing i ve ever done in my life every poor choice every single thing that she doesn t agree with comes back screaming in my face,anger,Me olvido de que cada vez que tenemos un desacuerdo o ella se siente como si ella ha sido agraviada de alguna manera que cada cosa mala que he hecho en mi vida cada pobre elección cada cosa con la que ella no está de acuerdo vuelve gritando en mi cara
3124,i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea,fear,Me sentía muy ansioso y abrumado como un amigo anotó correctamente probablemente porque estaba en un barco con mi mamá abuela y tía abuela y no hay donde huir excepto el maldito mar frío báltico
3125,i feel scared because i dont know the students and the teachers,fear,Me da miedo porque no conozco a los estudiantes y a los profesores.
3126,i feel a little bit anxious about it,fear,Me siento un poco ansioso por ello.
3127,i feel like i mostly post when im feeling bad so i wanted you to know that i have good days too,sadness,Siento que en su mayoría posto cuando me siento mal así que quería que supieras que tengo buenos días también
3128,i have always prayed and hoped for the universality of a single faith and a complete unconditional and voluntary feeling of brotherhood among mankind a host of beloved children of one and only heavenly father,love,Siempre he orado y esperado por la universalidad de una sola fe y un sentimiento incondicional y voluntario de hermandad entre la humanidad una multitud de amados hijos de un solo y único padre celestial
3129,i feel overwhelmed and i want to forget it all,surprise,Me siento abrumado y quiero olvidarlo todo
3130,i don t feel bothered about it getting credit equals getting debt and i have no interest in doing that again,anger,No me molesta que el crédito sea igual a la deuda y no tengo ningún interés en hacerlo otra vez.
3131,i feel about the plight of these dogs so its lovely to find a turkish vet who really cares,love,Me siento sobre la difícil situación de estos perros así que es encantador encontrar un veterinario turco que realmente se preocupa
3132,i am feeling rather grouchy too this morning since i didnt sleep last night on purpose,anger,Me siento bastante gruñón también esta mañana ya que no dormí anoche a propósito.
3133,i feel so helpless yet so motivated to do something,sadness,Me siento tan impotente pero tan motivado para hacer algo.
3134,i am spending here in cadore i feel even more acutely the sorrowful impact of the news i am receiving about the bloodshed from conflicts and the episodes of violence happening in so many parts of the world,sadness,Estoy pasando aquí en cadare siento aún más agudamente el triste impacto de las noticias que estoy recibiendo sobre el derramamiento de sangre de los conflictos y los episodios de violencia que ocurren en tantas partes del mundo
