Texto,Emocion
i gotta say that i feel like i was suckered into buying the iphone s because i saw the ads on how cool siri was,joy
i hadnt anticipated happening quite so quickly in this new international life was feeling passionate about honduras,love
id be less than honest on this blog if i didnt report that im feeling very petty right now,anger
my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead,fear
i feel like watching equilibrium or something equally delicious and playing the sims and generally being lazy,joy
im feeling are happiness wholeness and excited anticipation sometimes im reduced to tears and can barely begin to put my feelings into words,joy
ive been feeling weird because i am weird,fear
i usually wash my hair every other day and after a few uses my hair is now feeling lovely soft and conditioned again,love
i understand why bernie wants a guaranteed spot on the team because he feels that he should get the respect that he deserves after being loyal and staying on this team for so long,love
i cant continue to be the whipping post for someone who feels lousy about themselves,sadness
i have the feeling in my mind that a person gets when they have resolved something and they can be at ease,joy
i do when i m feeling a bit weird to reground myself,surprise
i found myself feeling more satisfied after eating smaller nutrient dense meals than i would after eating a huge portion of spaghetti and meatballs with italian bread and butter one of my favorite meals previously,joy
i know its not always as great an experience as ive set out here but if youre feeling a bit jaded and would like to remind yourself of what it was about teaching that attracted you in the first place you might like to give it a thought,sadness
i am feeling very pissed now,anger
i feel like we barely know each other and time just isnt being generous with our love,love
