Texto,Emocion
i feel makes the perfect duo,joy
i feel any better,joy
im lucky enough in life to meet someone who makes me feel safe happy secure and loved i feel theres no reason to wait,joy
i would feel productive,joy
im not feeling jolly in the least,joy
i miss not feeling exhausted after being outside in the heat for minutes,sadness
i didn t think it was possible to make a cover that expressed the personality of the novel since it s a strange cross genre story but the photo that was found nails the heart of the book so closely that i feel a bit stunned,surprise
i sure would love to stop feeling so horny all the time,love
i appreciate how clean their lifestyles are even though i admit there were a few moments where the complete aversion to substances sex made me feel a little repressed,sadness
i have come from the summer time and feeling like coach hated me,anger
i find myself feeling paranoid that something is going to ruin what could only be described as my fairy tale love affair,fear
i cannot explain why but i need to say please understand my feeling i have heart and im not a heartless person,anger
i take photos of but i suppose since i feel i am least talented in the area of portraiture i most admire that ability in others,joy
i am very sad you feel distracted but i am not participating in the relationship you think we have,anger
i just keep on feeling blessed,love
i think also i have changed obviously i am making more effort to go to things and make friends i feel less shy and less bothered about peoples judgement of my appearance,fear
i can tell my arms and hands feel weaker and they feel more numb and tingly at night when i wake up,sadness
i almost feel too stubborn to come back as i said that i was leaving,anger
